id	feature	clip_count	global_fraction	clip_fraction	entropy_contribution
UTP18:H	snoRNA	13	5.373027061510988e-4	0.26391395246024413	2.359421561384003
AKAP1:H	protein_coding:UTR3	17298	0.11666064547850885	0.8230085607006284	2.319723267494527
PUM2:K	protein_coding:UTR3	5571	0.11666064547850885	0.8181805017005206	2.2991700052997506
WDR3:K	Other_RE	4	8.052045337298252e-5	0.20300790181097636	2.2939675620420004
FUBP3:H	protein_coding:UTR3	4901	0.11666064547850885	0.797816095792097	2.212933035857324
SF3A3:H	protein_coding:SS3_ADJ	7894	0.042842234947975434	0.5832284446852637	2.1969955595814765
UPF1:K	protein_coding:UTR3	53116	0.11666064547850885	0.7845326453279802	2.157084683511154
DDX3X:K	protein_coding:UTR5	5330	0.021864729493035945	0.4520769089530738	1.9755267366971208
FAM120A:K	protein_coding:UTR3	35832	0.11666064547850885	0.7380887761116209	1.964405851393413
SF3B1:K	tRNA	5	1.9680398045151845e-4	0.19443824185615102	1.9343371320906724
DDX55:H	protein_coding:UTR3	4437	0.11666064547850885	0.7268985277244399	1.918602158262247
SF3B4:K	protein_coding:SS3_ADJ	22106	0.042842234947975434	0.5183239770383682	1.8642809788668355
SUPV3L1:K	tRNA	5	1.9680398045151845e-4	0.18715898278476165	1.8516179388100777
SF3B1:K	snRNA	5	2.7304143098551254e-4	0.19443824185615102	1.8424921907482503
EIF3G:K	tRNA	28	1.9680398045151845e-4	0.18391050301116776	1.8148341326140789
ZC3H11A:K	protein_coding:UTR3	2670	0.11666064547850885	0.6982201313275285	1.8023603055830155
WDR43:K	snoRNA	21	5.373027061510988e-4	0.20368316764393848	1.7448265869844073
UTP3:K	snoRNA	114	5.373027061510988e-4	0.1948431886615055	1.6566274555279215
HLTF:K	Other_RE	13	8.052045337298252e-5	0.15217684700681375	1.656308927539283
FXR1:K	protein_coding:CDS	6653	0.2742451689334102	0.9353058195858179	1.655465072524163
DDX6:K	protein_coding:UTR3	5223	0.11666064547850885	0.649706613322511	1.6096289218389306
SF3B4:H	protein_coding:SS3_ADJ	13698	0.042842234947975434	0.4664418762551077	1.6067018008354421
RBM22:H	protein_coding:SS5_ADJ	2232	0.043398597016760035	0.46694491711742564	1.6004686755368742
FXR2:K	protein_coding:CDS	11515	0.2742451689334102	0.9133039238315687	1.5851566162152813
PABPC4:K	protein_coding:UTR3	17885	0.11666064547850885	0.6382711118375639	1.5649459135272277
AQR:K	protein_coding:SS5_ADJ	33703	0.043398597016760035	0.4531861342914022	1.5337556353282527
PUS1:K	Mt_RNA	4	4.370804397187695e-4	0.17640882402444213	1.527137353578313
DHX30:H	Mt_RNA	99	4.370804397187695e-4	0.16806989491699673	1.4432072459117704
ZC3H8:K	snoRNA	27	5.373027061510988e-4	0.1696884798003607	1.4089128937731796
FXR2:H	protein_coding:CDS	20838	0.2742451689334102	0.8567900375314873	1.4081134340264267
SDAD1:K	Other_RE	4	8.052045337298252e-5	0.13063462900555362	1.3930738972530785
GNL3:K	tRNA	4	1.9680398045151845e-4	0.14162824480208883	1.3442126346018284
DDX55:K	protein_coding:UTR3	1242	0.11666064547850885	0.5787321890693017	1.3372058219060046
SSB:K	tRNA	45	1.9680398045151845e-4	0.14059913006910937	1.3329658774103965
GPKOW:K	protein_coding:SS3_ADJ	1271	0.042842234947975434	0.4090752139164372	1.331646376424252
IGF2BP1:K	protein_coding:UTR3	23074	0.11666064547850885	0.5736090268378657	1.3180100072684584
ZNF800:K	protein_coding:CDS	14140	0.2742451689334102	0.8256928144482295	1.3129662998380407
SUGP2:H	protein_coding:INTRON	175000	0.2844241534805501	0.8401223015406303	1.3127376221576663
DDX51:K	snoRNA	12	5.373027061510988e-4	0.15910704830361014	1.3062763330866591
SLTM:H	Other_RE	8	8.052045337298252e-5	0.12196820658953807	1.288577297119475
ZC3H11A:H	protein_coding:UTR3	6421	0.11666064547850885	0.5627024510237613	1.277365110606695
SFPQ:H	protein_coding:INTRON	33891	0.2844241534805501	0.8246584828684974	1.2664715680891603
MATR3:H	protein_coding:INTRON	32561	0.2844241534805501	0.8219565351249682	1.258430350604008
KHDRBS1:K	lncRNA:INTRON	2881	0.032449956859453906	0.3601243657594944	1.2504262533434543
HNRNPM:H	protein_coding:INTRON	80556	0.2844241534805501	0.8145608746530116	1.236485923254376
NPM1:K	miRNA:EXON_SMALL	5	1.261344336082093e-4	0.12292980916896723	1.2205278990394628
SERBP1:K	snoRNA	32	5.373027061510988e-4	0.15016634277135155	1.220343404034105
FMR1:K	protein_coding:CDS	12497	0.2742451689334102	0.7913997927234684	1.2100031796906405
SND1:H	protein_coding:CDS	10830	0.2742451689334102	0.7911454596735533	1.2092474535310154
NIPBL:K	snoRNA	73	5.373027061510988e-4	0.1465727708923068	1.186017950214626
ZNF800:H	protein_coding:CDS	23802	0.2742451689334102	0.7743760683330044	1.1596809446349285
NCBP2:K	protein_coding:UTR5	160	0.021864729493035945	0.3047415897417316	1.1582950514435468
SUB1:H	protein_coding:UTR3	3199	0.11666064547850885	0.5298981638014778	1.1569781493869151
EXOSC5:K	protein_coding:INTRON	64957	0.2844241534805501	0.7874243478450366	1.1568030131601514
LARP4:K	protein_coding:UTR3	16	0.11666064547850885	0.528624888161326	1.1523633432529403
SDAD1:H	protein_coding:CDS	4849	0.2742451689334102	0.7659125516031919	1.1348629481487496
IGF2BP3:H	protein_coding:UTR3	10997	0.11666064547850885	0.5235917737190301	1.1341649529567492
LARP4:H	protein_coding:UTR3	10614	0.11666064547850885	0.5167225248733482	1.1094403683868825
CPEB4:K	protein_coding:UTR3	59	0.11666064547850885	0.5158112402854491	1.1061702291590376
IGF2BP2:K	protein_coding:UTR3	14072	0.11666064547850885	0.5141018914722544	1.1000425090906718
DDX24:K	protein_coding:CDS	34248	0.2742451689334102	0.7519595709748744	1.0942432142521006
MATR3:K	protein_coding:INTRON	44978	0.2844241534805501	0.7646457986093951	1.0909565798228058
HNRNPC:H	protein_coding:INTRON	32591	0.2844241534805501	0.7642395350522502	1.0897909855685637
G3BP1:H	protein_coding:CDS	43681	0.2742451689334102	0.7502489170344109	1.0892887470225625
ILF3:H	protein_coding:INTRON	19261	0.2844241534805501	0.763325641522027	1.0871701098203732
LARP7:K	misc_RNA:EXON_SMALL	16	1.120005242395475e-4	0.10928022862553854	1.0851866789765596
U2AF1:K	protein_coding:SS3_ADJ	1487	0.042842234947975434	0.35396276509916297	1.078344716850003
TRA2A:K	protein_coding:CDS	3107	0.2742451689334102	0.7447241361081981	1.0733261459683447
NOL12:H	protein_coding:CDS	662	0.2742451689334102	0.7421024487250646	1.0657720354192317
FTO:K	protein_coding:UTR5	295	0.021864729493035945	0.28446891198586577	1.0529883017976691
SMNDC1:H	snRNA	41	2.7304143098551254e-4	0.11986441441197555	1.0521779584545599
HNRNPM:K	protein_coding:INTRON	32919	0.2844241534805501	0.7492829390120381	1.0470978941760387
SUPV3L1:K	protein_coding:INTRON	20	0.2844241534805501	0.7486359311390466	1.0452606903505404
PCBP1:H	protein_coding:UTR3	430	0.11666064547850885	0.4931022870712885	1.0254402214425482
SSB:K	snoRNA	41	5.373027061510988e-4	0.12810142961852186	1.0116600006127063
POLR2G:H	protein_coding:INTRON	2	0.2844241534805501	0.7364920418493917	1.0109280897812396
DDX21:K	snoRNA	37	5.373027061510988e-4	0.12626790309057295	0.9945538279693865
SERBP1:K	protein_coding:UTR5	58	0.021864729493035945	0.27217649627307466	0.990141372432887
PUM1:K	protein_coding:CDS	16481	0.2742451689334102	0.7154452631228502	0.9897292252040255
SBDS:K	misc_RNA:EXON_SMALL	1	1.120005242395475e-4	0.10056062468420163	0.9865343528344487
HNRNPL:H	protein_coding:INTRON	16197	0.2844241534805501	0.7223062812804483	0.9711889958185425
LARP7:H	7SK	13	1.0129301714207641e-4	0.0974149025323229	0.9653294658366786
NPM1:K	snoRNA	5	5.373027061510988e-4	0.12292980916896723	0.9635095815448497
SND1:K	protein_coding:CDS	7207	0.2742451689334102	0.704564595330941	0.9590996692599565
AATF:K	snoRNA	178	5.373027061510988e-4	0.12241941826268295	0.9587743891268065
DDX6:H	protein_coding:INTRON	223	0.2844241534805501	0.7168322139699381	0.9559613387879452
SLTM:H	protein_coding:INTRON	47	0.2844241534805501	0.7165632137135362	0.95521458982591
BCCIP:H	protein_coding:INTRON	1119	0.2844241534805501	0.7163817573628314	0.9547109464099109
HNRNPU:H	protein_coding:INTRON	6002	0.2844241534805501	0.7152041760206671	0.951444108185607
HLTF:K	Mt_RNA	10	4.370804397187695e-4	0.11705911308216442	0.9440961127097981
RPS3:H	protein_coding:CDS	9798	0.2742451689334102	0.6987583033158022	0.9428536652577421
UCHL5:H	protein_coding:CDS	31530	0.2742451689334102	0.697612643202846	0.9396563123195685
UTP3:K	Mt_RNA	68	4.370804397187695e-4	0.11622225288581028	0.9361437244304666
PPIG:H	protein_coding:CDS	90603	0.2742451689334102	0.6941162921961266	0.9299153607309607
DHX30:K	protein_coding:INTRON	440	0.2844241534805501	0.7073531746487359	0.9297356289824912
IGF2BP1:H	protein_coding:UTR3	11666	0.11666064547850885	0.46415202391777755	0.9247205378319504
AQR:H	protein_coding:SS3_ADJ	15192	0.042842234947975434	0.31729321525406046	0.9165684087456296
U2AF2:K	protein_coding:SS3_ADJ	8043	0.042842234947975434	0.31451136615358444	0.9045367357685599
QKI:H	protein_coding:INTRON	20666	0.2844241534805501	0.6967397149177326	0.9005889055991803
DDX3X:K	protein_coding:CDS_START	2582	0.013322066180531568	0.2189986076767048	0.884542370909581
NONO:K	protein_coding:INTRON	48417	0.2844241534805501	0.6899760364500197	0.8821359300839541
TAF15:H	protein_coding:INTRON	7155	0.2844241534805501	0.6896379983193628	0.8812161811160798
TRA2A:H	protein_coding:CDS	1646	0.2742451689334102	0.6751382343435507	0.8774884496254242
CSTF2T:H	protein_coding:INTRON	64502	0.2844241534805501	0.6879405972817811	0.8766014341397501
PRPF8:H	protein_coding:SS5_ADJ	26394	0.043398597016760035	0.30880649368221447	0.8742258662968045
PPIL4:K	lncRNA:INTRON	2961	0.032449956859453906	0.2805835304823292	0.8732157514722555
PTBP1:H	protein_coding:INTRON	9303	0.2844241534805501	0.6777647042412489	0.8490633102099352
EWSR1:K	protein_coding:INTRON	28932	0.2844241534805501	0.6699082455733153	0.8279526804458099
RPS3:K	protein_coding:CDS	3676	0.2742451689334102	0.6517708518796643	0.8139957224324064
GRWD1:K	protein_coding:CDS	60124	0.2742451689334102	0.6433332905137161	0.7913643701535804
ZNF622:K	protein_coding:CDS	78608	0.2742451689334102	0.6427210636987907	0.7897284336816309
DDX52:K	protein_coding:INTRON	588	0.2844241534805501	0.6540239915702291	0.7856787426889211
PTBP1:K	protein_coding:INTRON	16291	0.2844241534805501	0.6514574851066947	0.7789001879405858
NIP7:H	snoRNA	93	5.373027061510988e-4	0.10275395973300876	0.7787972476160269
UTP18:H	lncRNA:EXON_LNCRNA	9	0.009571440594429399	0.18270965939555364	0.7773698577317351
LSM11:H	protein_coding:UTR3	5496	0.11666064547850885	0.41705858934553114	0.7665253728390501
ILF3:K	protein_coding:INTRON	16136	0.2844241534805501	0.6434836770286323	0.7579334058064632
PRPF8:K	protein_coding:SS5_ADJ	28190	0.043398597016760035	0.28023818295169134	0.7541022387131772
PHF6:K	snoRNA	72	5.373027061510988e-4	0.09999750051391627	0.7539824658404235
DDX42:K	snRNA	10	2.7304143098551254e-4	0.09001246212847165	0.7529417397347149
BCLAF1:H	protein_coding:CDS	107199	0.2742451689334102	0.628865917361559	0.7529325105766514
WRN:K	snRNA	7	2.7304143098551254e-4	0.0892299301825452	0.7452719353930405
U2AF2:H	protein_coding:SS3_ADJ	15966	0.042842234947975434	0.2757465238829372	0.7407205291068059
ABCF1:K	snoRNA	15	5.373027061510988e-4	0.09798780902223855	0.7359593257855127
PCBP1:K	protein_coding:UTR3	1548	0.11666064547850885	0.4066181844211295	0.7324644209007878
SAFB2:K	lncRNA:INTRON	18758	0.032449956859453906	0.24803310214587407	0.7277896933997338
GEMIN5:K	protein_coding:UTR5	239	0.021864729493035945	0.21628688616197814	0.7151025814197444
EIF4G2:K	protein_coding:INTRON	8794	0.2844241534805501	0.6247066782823272	0.7091263952869288
SRSF1:H	protein_coding:CDS	2230	0.2742451689334102	0.6111241372987801	0.7064590487184277
FUS:H	protein_coding:INTRON	3106	0.2844241534805501	0.6223188828458368	0.7029776565474792
SMNDC1:H	snoRNA	32	5.373027061510988e-4	0.09355271368739555	0.6963971004167845
RBM5:H	protein_coding:SS3_ADJ	88	0.042842234947975434	0.2642189420024269	0.6934764993015136
SRSF1:K	protein_coding:CDS	5829	0.2742451689334102	0.6056101442947097	0.69216586282147885
SAFB:H	protein_coding:INTRON	1463	0.2844241534805501	0.6162547528446455	0.6874216286916023
EIF3H:H	protein_coding:CDS	3657	0.2742451689334102	0.601775663320665	0.68226890924722
NIPBL:K	tRNA	39	1.9680398045151845e-4	0.07830600088767076	0.6762678244096392
FKBP4:H	protein_coding:INTRON	658	0.2844241534805501	0.6092355231665028	0.66952308225641
METAP2:K	protein_coding:CDS	6443	0.2742451689334102	0.5937697852769134	0.6617193004201839
HNRNPUL1:H	protein_coding:INTRON	700	0.2844241534805501	0.6049984070925851	0.6587751177954734
SBDS:K	lncRNA:SS5_PROX	1	0.0011264297466539576	0.10056062468420163	0.6516493769595321
GRWD1:H	protein_coding:CDS	115415	0.2742451689334102	0.5863272401913409	0.6427553022363919
UTP3:K	snRNA	46	2.7304143098551254e-4	0.07862093577569519	0.6423055157366693
HNRNPU:K	protein_coding:INTRON	16033	0.2844241534805501	0.5964656560602275	0.6372609762159627
SRSF7:K	protein_coding:CDS	2675	0.2742451689334102	0.5835497572421143	0.6357129597093878
XPO5:H	protein_coding:INTRON	5407	0.2844241534805501	0.5952877224660473	0.6343047579364309
HNRNPL:K	protein_coding:INTRON	25397	0.2844241534805501	0.5937623749014542	0.6304816447146674
EFTUD2:K	protein_coding:SS5_ADJ	5048	0.043398597016760035	0.2483762786222339	0.6251151777992955
UCHL5:K	protein_coding:CDS	58481	0.2742451689334102	0.5778126849698281	0.6212270280890279
CSTF2:H	protein_coding:INTRON	12247	0.2844241534805501	0.5883453397317382	0.616950239702844
TBRG4:K	Mt_RNA	41	4.370804397187695e-4	0.0815030311492793	0.6147619671372033
LARP7:K	snRNA	11	2.7304143098551254e-4	0.07513015718005775	0.6088644427312299
SF3B1:K	protein_coding:INTRON	15	0.2844241534805501	0.5833147255684531	0.6044485156719275
SMNDC1:K	protein_coding:SS3_ADJ	1291	0.042842234947975434	0.24103785904279415	0.6007034924272573
MTPAP:K	protein_coding:CDS	9768	0.2742451689334102	0.5690648967911774	0.5992975972783047
HNRNPC:K	protein_coding:INTRON	3616	0.2844241534805501	0.580789440319067	0.5981964190521133
FASTKD2:K	Mt_RNA	39	4.370804397187695e-4	0.07958838023929253	0.5975905619058097
SAFB:K	lncRNA:INTRON	1994	0.032449956859453906	0.2175666418858537	0.5972571809206605
WDR43:H	protein_coding:CDS	483	0.2742451689334102	0.5682252361656162	0.5972028479342619
NOLC1:K	protein_coding:UTR3	6330	0.11666064547850885	0.3630835751798631	0.5947249803247792
TARDBP:K	protein_coding:INTRON	16931	0.2844241534805501	0.5771406677743569	0.5891907925366782
NOLC1:H	protein_coding:CDS	1806	0.2742451689334102	0.5627885996149982	0.5836831943966196
DDX3X:H	protein_coding:CDS_START	1702	0.013322066180531568	0.15933324805690258	0.5704381367738941
RBM5:H	protein_coding:EXON_MRNA	65	0.02631391284217713	0.19516171852451986	0.5641681086627568
SUPV3L1:H	protein_coding:SS5_ADJ	149	0.043398597016760035	0.2324431793480488	0.5627816129515248
U2AF1:H	protein_coding:SS3_ADJ	1440	0.042842234947975434	0.22970152368630606	0.5564874939834773
AARS:K	Y_RNA	2	1.1842502849803014e-4	0.0612094052935162	0.5517192698198442
TIAL1:H	protein_coding:UTR3	2036	0.11666064547850885	0.34726202150598995	0.5464885617685797
SSB:H	misc_RNA:EXON_SMALL	3	1.120005242395475e-4	0.05944955555728605	0.5381383714448368
SMNDC1:H	scaRNA:EXON_SMALL	19	7.366764883060103e-5	0.05554692375189111	0.5309430544738284
SMNDC1:H	protein_coding:EXON_MRNA	64	0.02631391284217713	0.1871054273747911	0.5294996985829539
SBDS:K	lncRNA:INTRON	2	0.032449956859453906	0.20112124936840325	0.5293062886756525
SUPV3L1:H	Mt_RNA	46	4.370804397187695e-4	0.07176098154369293	0.52810032946747
ZC3H8:K	tRNA	10	1.9680398045151845e-4	0.0628475851112447	0.5228261758654351
DKC1:H	protein_coding:INTRON	2535	0.2844241534805501	0.5471598988024992	0.5164743589456624
XRN2:K	protein_coding:EXON_MRNA	85	0.02631391284217713	0.18397406092171037	0.5161584852578999
FAM120A:H	protein_coding:INTRON	14698	0.2844241534805501	0.5465158543905911	0.5149378208785923
FTO:K	protein_coding:CDS_START	153	0.013322066180531568	0.1475381136740253	0.5118389195046124
QKI:K	protein_coding:INTRON	2928	0.2844241534805501	0.5444396781961824	0.5099920150320388
TROVE2:H	misc_RNA:EXON_SMALL	8	1.120005242395475e-4	0.05624536854593629	0.5046382279557642
AQR:K	protein_coding:SS3_ADJ	16019	0.042842234947975434	0.2153988869006905	0.501858975132731
CSTF2T:K	protein_coding:INTRON	41667	0.2844241534805501	0.5406173214933881	0.5009164138665455
UTP3:K	lncRNA:EXON_LNCRNA	77	0.009571440594429399	0.13160460988540282	0.4976404771679794
SAFB2:K	protein_coding:INTRON	40699	0.2844241534805501	0.5381543461048581	0.4950890943053093
GRSF1:H	protein_coding:UTR3	1425	0.11666064547850885	0.3291748887130801	0.4926221770903054
SDAD1:K	lncRNA:EXON_LNCRNA	4	0.009571440594429399	0.13063462900555362	0.4925784423805009
YWHAG:K	protein_coding:INTRON	3653	0.2844241534805501	0.5352370342247027	0.48820787445560654
TBRG4:K	protein_coding:INTRON	269	0.2844241534805501	0.534739399491613	0.48703636360762603
YBX3:K	protein_coding:CDS	85118	0.2742451689334102	0.522340517934277	0.48552826244314673
NKRF:H	protein_coding:INTRON	4693	0.2844241534805501	0.5329922328776604	0.482928551981654
LIN28B:H	protein_coding:CDS	6494	0.2742451689334102	0.5199772162172879	0.4799297169012286
AARS:K	snRNA	2	2.7304143098551254e-4	0.0612094052935162	0.47795300834478227
PCBP2:H	protein_coding:INTRON	11038	0.2844241534805501	0.5299086863353735	0.475698917335819
LIN28B:H	protein_coding:UTR3	4037	0.11666064547850885	0.32324422880646614	0.47526813943712704
ZC3H8:K	scaRNA:EXON_SMALL	8	7.366764883060103e-5	0.050278068088995764	0.4733520378244322
TIAL1:H	protein_coding:SS5_ADJ	1223	0.043398597016760035	0.2085959981836079	0.4724680942720974
TAF15:K	protein_coding:INTRON	2667	0.2844241534805501	0.527804357548634	0.4707799930770814
HNRNPK:H	protein_coding:INTRON	10401	0.2844241534805501	0.5273537965806857	0.46972836649298855
EFTUD2:H	protein_coding:SS5_ADJ	2650	0.043398597016760035	0.20746881919275906	0.46829326984301306
XRCC6:H	protein_coding:INTRON	98	0.2844241534805501	0.5237403630807106	0.4613146014063951
WRN:K	7SK	4	1.0129301714207641e-4	0.05098853153288298	0.4576472719257902
NPM1:K	Other_RE	2	8.052045337298252e-5	0.04917192366758689	0.4550499524627368
PABPN1:H	protein_coding:CDS	4631	0.2742451689334102	0.5086211028987377	0.45324503868640087
ZRANB2:K	protein_coding:INTRON	324	0.2844241534805501	0.5192208479092122	0.4508417090513049
SLTM:K	protein_coding:INTRON	8048	0.2844241534805501	0.5184229410493583	0.4489986317536836
PABPN1:H	protein_coding:UTR3	2855	0.11666064547850885	0.3135636468961123	0.44727983765154905
AKAP8L:K	protein_coding:INTRON	929	0.2844241534805501	0.5169697590178821	0.44564649432388415
NOLC1:H	snoRNA	207	5.373027061510988e-4	0.06450567005553966	0.4455759518468074
WDR3:K	LTR	1	1.2377878204676568e-4	0.05075197545274409	0.44050461999464785
GTF2F1:H	protein_coding:INTRON	4016	0.2844241534805501	0.5144097735643449	0.43975557614119654
HNRNPA1:H	protein_coding:INTRON	491	0.2844241534805501	0.5103678435711226	0.4304919322423161
YBX3:H	protein_coding:CDS	24263	0.2742451689334102	0.4979783008720149	0.42856842827371133
PHF6:K	protein_coding:INTRON	366	0.2844241534805501	0.5083206276124077	0.42581754225771534
NIP7:H	protein_coding:CDS	448	0.2742451689334102	0.4949868167783648	0.42169109701579083
SF3B4:H	protein_coding:SSB_ADJ	2954	0.005745220008219082	0.10058908617736809	0.4154296901275331
SDAD1:K	rRNA	1	4.925453264836697e-6	0.032658657251388404	0.41459908556569497
NCBP2:K	tRNA	27	1.9680398045151845e-4	0.05142514326891721	0.41292182351657236
UTP18:K	scaRNA:EXON_SMALL	5	7.366764883060103e-5	0.044544883747104726	0.4115952971162972
AQR:H	protein_coding:SS5_ADJ	9162	0.043398597016760035	0.19135337270653646	0.4095955338576131
WDR3:K	tRNA	1	1.9680398045151845e-4	0.05075197545274409	0.40655178345990173
RBM15:K	protein_coding:CDS	28826	0.2742451689334102	0.48765880790831756	0.40495475511073553
EIF3G:K	protein_coding:CDS_START	19	0.013322066180531568	0.12479641275757812	0.4028037223883269
LARP4:K	protein_coding:CDS_STOP	4	0.01620581199202248	0.1321562220403315	0.40012425738278246
BUD13:H	protein_coding:SS3_ADJ	10613	0.042842234947975434	0.18756516281085078	0.3995674868223516
DDX59:H	protein_coding:INTRON	3725	0.2844241534805501	0.4962693525769575	0.3985436830436021
EFTUD2:H	protein_coding:SSB_ADJ	1234	0.005745220008219082	0.09661000863542063	0.3933707024472517
NPM1:K	tRNA	2	1.9680398045151845e-4	0.04917192366758689	0.39165100796128327
AKAP8L:K	lncRNA:INTRON	298	0.032449956859453906	0.1658309883609568	0.3902708201436768
LARP7:H	misc_RNA:EXON_SMALL	6	1.120005242395475e-4	0.04496072424568749	0.3888660224704678
SF3A3:H	protein_coding:EXON_MRNA	2060	0.02631391284217713	0.15219794730829025	0.3853729958885827
AGGF1:K	protein_coding:INTRON	11871	0.2844241534805501	0.489848935659244	0.38418505252762303
WDR3:K	snRNA	1	2.7304143098551254e-4	0.05075197545274409	0.3825785559508923
NKRF:H	protein_coding:SS5_PROX	1408	0.030494766063455685	0.15990902703851392	0.3822813710892128
U2AF1:H	protein_coding:EXON_MRNA	949	0.02631391284217713	0.15137968470715588	0.3821237887620931
YBX3:H	protein_coding:UTR3	14039	0.11666064547850885	0.2881390333405686	0.3758621407579433
FUS:K	protein_coding:INTRON	15528	0.2844241534805501	0.4859637285258579	0.37555503054422096
BUD13:H	protein_coding:CDS	26753	0.2742451689334102	0.47280983705631685	0.37153105996855645
TIA1:H	protein_coding:UTR3	646	0.11666064547850885	0.2863456145248768	0.37094343306124733
UTP18:H	scaRNA:EXON_SMALL	2	7.366764883060103e-5	0.04060214653234526	0.36973569592990485
UTP18:K	primary_miRNA:PRIMIRNA	5	1.4455134581585957e-4	0.044544883747104726	0.36827633591060743
DHX30:K	Mt_RNA	33	4.370804397187695e-4	0.053051488098655196	0.3672940516036945
SLTM:K	lncRNA:INTRON	2471	0.032449956859453906	0.15917284882367846	0.36519119047928
UTP18:H	Other_RE	2	8.052045337298252e-5	0.04060214653234526	0.36452546214087306
YBX3:K	protein_coding:UTR3	46262	0.11666064547850885	0.2838943236527588	0.36424664925605277
AGGF1:H	protein_coding:INTRON	5485	0.2844241534805501	0.47966746639291513	0.36166476406648085
EFTUD2:K	protein_coding:SSB_ADJ	1840	0.005745220008219082	0.0905333503694355	0.3601430528782896
HNRNPUL1:K	protein_coding:INTRON	2206	0.2844241534805501	0.478731937152891	0.35961101745970053
DDX42:K	protein_coding:EXON_MRNA	16	0.02631391284217713	0.14401993940555463	0.35319030391882694
HNRNPL:K	lncRNA:INTRON	6611	0.032449956859453906	0.15456010790540275	0.3480507448697662
WDR3:K	lncRNA:EXON_LNCRNA	2	0.009571440594429399	0.10150395090548818	0.34578904262825594
PRPF8:K	protein_coding:SS5_PROX	15049	0.030494766063455685	0.14960285261582132	0.3432643633470887
YWHAG:K	lncRNA:INTRON	1045	0.032449956859453906	0.15311324959343398	0.34271501965939033
LIN28B:K	protein_coding:CDS	11492	0.2742451689334102	0.45931249450471395	0.34173300757956765
TIA1:H	protein_coding:SS5_ADJ	388	0.043398597016760035	0.17198467250100957	0.34165781708239146
DKC1:H	snoRNA	240	5.373027061510988e-4	0.05180212059668631	0.3414346273460418
SRSF9:H	processed_transcript:INTRON	42	0.010339383003460025	0.10266993611083157	0.3400214516011479
LARP7:H	scaRNA:EXON_SMALL	5	7.366764883060103e-5	0.037467270204739576	0.33684514491060075
UTP18:K	retained_intron:EXON_MRNA	9	0.004386223207408053	0.0801807907447885	0.33613435277019477
DROSHA:H	protein_coding:INTRON	2336	0.2844241534805501	0.46785450958500835	0.33592701171545675
HNRNPA1:K	protein_coding:INTRON	3183	0.2844241534805501	0.4667834949524875	0.3336146285314872
SMNDC1:K	protein_coding:EXON_MRNA	741	0.02631391284217713	0.13834938307568587	0.33126632429500463
SSB:H	miRNA:EXON_SMALL	2	1.261344336082093e-4	0.039633037038190704	0.3287797245900805
SLBP:K	protein_coding:CDS_START	48	0.013322066180531568	0.10856213056128858	0.3285775293612674
GTF2F1:K	protein_coding:INTRON	4095	0.2844241534805501	0.4643905817328819	0.3284610104610001
